Census Tract,GEOID,Median HH Income,Year,Total Population,Total Households,Median age ,Average HH size,BS Degree and above,White ,Black or African American ,American Indian and Alaska Native ,Asian ,Native Hawaiian and Other Pacific Islander ,Some other race,Two or more races,Hispanic or Latino
"Census Tract 36, Pima County, Arizona",4019003600,46766,1,5886,1437,21.6,3.48,321,4278,779,0,312,0,119,398,5886
"Census Tract 37.02, Pima County, Arizona",4019003702,19957,1,6815,2050,24.4,3.28,68,3763,160,306,14,0,2422,150,6815
"Census Tract 37.04, Pima County, Arizona",4019003704,28852,1,5218,1476,28.4,3.54,281,3491,33,459,70,0,903,262,5218
"Census Tract 37.05, Pima County, Arizona",4019003705,33609,1,5628,1715,29.4,3.28,143,3531,110,337,10,0,1520,120,5628
"Census Tract 37.06, Pima County, Arizona",4019003706,23664,1,5419,1874,27.4,2.89,315,4037,175,191,11,0,978,27,5419
"Census Tract 37.07, Pima County, Arizona",4019003707,31728,1,3499,933,25.8,3.75,64,2177,0,75,0,0,1181,66,3499
"Census Tract 38.01, Pima County, Arizona",4019003801,22240,1,3251,1164,33.3,2.79,70,2175,0,218,0,0,785,73,3251
"Census Tract 38.02, Pima County, Arizona",4019003802,29042,1,5366,1681,34.6,3.19,93,3252,3,294,76,0,1477,264,5366
"Census Tract 39.01, Pima County, Arizona",4019003901,30027,1,2248,585,31.1,3.83,63,1383,228,50,0,0,549,38,2248
"Census Tract 39.02, Pima County, Arizona",4019003902,33581,1,2918,882,31.2,3.31,83,2070,6,54,0,0,652,136,2918
"Census Tract 39.03, Pima County, Arizona",4019003903,40750,1,3190,864,31.6,3.69,108,2728,0,29,0,0,405,28,3190
"Census Tract 4, Cochise County, Arizona",4003000400,30125,1,2173,970,53.2,2.24,246,1865,0,0,3,0,86,219,2173
"Census Tract 4, Coconino County, Arizona",4005000400,61287,1,5380,1764,32.5,3.03,1151,3872,90,725,50,0,349,294,5380
"Census Tract 4, Gila County, Arizona",4007000400,38263,1,3920,1847,59.6,2.12,994,3765,0,26,35,0,56,38,3920
"Census Tract 4, Pima County, Arizona",4019000400,18792,1,3396,1719,25.7,1.88,871,2741,85,66,161,0,153,190,3396
"Census Tract 4, Pinal County, Arizona",4021000400,43922,1,2949,995,43.7,2.96,143,2452,19,74,20,0,300,84,2949
"Census Tract 4.01, Yavapai County, Arizona",4025000401,44878,1,5940,2982,56.9,1.99,1677,5542,11,72,214,0,0,101,5940
"Census Tract 4.02, Yavapai County, Arizona",4025000402,56061,1,4871,2063,54.7,2.35,1671,4510,18,9,102,0,63,169,4871
"Census Tract 4.02, Yuma County, Arizona",4027000402,37379,1,3196,952,29.9,3.36,109,1821,146,0,0,0,1193,36,3196
"Census Tract 4.03, Yuma County, Arizona",4027000403,24955,1,1624,527,29.8,3.08,89,807,36,5,0,0,669,107,1624
"Census Tract 4.04, Yuma County, Arizona",4027000404,27447,1,3528,1411,34.8,2.5,115,1835,83,9,42,0,1491,68,3528
"Census Tract 40.08, Pima County, Arizona",4019004008,45040,1,4760,1836,41.7,2.58,601,3716,186,0,183,48,441,186,4760
"Census Tract 40.10, Pima County, Arizona",4019004010,43651,1,3148,1327,37.7,2.35,507,2453,81,51,177,85,166,135,3148
"Census Tract 40.11, Pima County, Arizona",4019004011,41312,1,7775,2951,42.6,2.62,813,5444,488,54,256,8,1163,362,7775
"Census Tract 40.22, Pima County, Arizona",4019004022,61635,1,6512,2617,45.4,2.45,1533,5415,233,0,225,0,445,194,6512
"Census Tract 40.25, Pima County, Arizona",4019004025,74908,1,6411,2601,50.9,2.46,2788,5992,14,0,189,0,45,171,6411
"Census Tract 40.26, Pima County, Arizona",4019004026,65119,1,5251,2236,49.1,2.35,1546,4568,345,0,146,0,120,72,5251
"Census Tract 40.29, Pima County, Arizona",4019004029,43649,1,4426,1542,39.3,2.86,323,3500,248,20,105,0,460,93,4426
"Census Tract 40.30, Pima County, Arizona",4019004030,96429,1,1757,652,51,2.66,818,1715,0,31,0,0,0,11,1757
"Census Tract 40.31, Pima County, Arizona",4019004031,55031,1,4012,2081,49.9,1.93,1332,3450,150,16,40,0,126,230,4012
"Census Tract 40.32, Pima County, Arizona",4019004032,44054,1,3916,1742,38.5,2.22,1018,3390,123,16,63,0,65,259,3916
"Census Tract 40.33, Pima County, Arizona",4019004033,35058,1,3759,1621,32,2.31,342,2616,502,91,148,0,261,141,3759
"Census Tract 40.34, Pima County, Arizona",4019004034,40212,1,3748,1354,30.9,2.76,274,2345,576,147,74,0,435,171,3748
"Census Tract 40.35, Pima County, Arizona",4019004035,36325,1,3730,1763,49.3,2.12,387,3006,410,0,0,0,248,66,3730
"Census Tract 40.36, Pima County, Arizona",4019004036,39777,1,2878,1051,34.5,2.74,327,2378,180,16,40,0,143,121,2878
"Census Tract 40.37, Pima County, Arizona",4019004037,32135,1,3011,1224,31.2,2.44,347,2139,378,112,106,0,124,152,3011
"Census Tract 40.38, Pima County, Arizona",4019004038,45816,1,2620,1038,38,2.49,208,1987,161,152,49,0,137,134,2620
"Census Tract 40.39, Pima County, Arizona",4019004039,28056,1,2595,1664,54.2,1.55,455,2297,75,22,88,0,88,25,2595
"Census Tract 40.42, Pima County, Arizona",4019004042,60528,1,4792,2058,39,2.31,1393,3912,214,11,153,0,132,370,4792
"Census Tract 40.43, Pima County, Arizona",4019004043,69148,1,4232,1600,41.7,2.63,1141,3298,304,23,164,0,206,237,4232
"Census Tract 40.44, Pima County, Arizona",4019004044,73950,1,4034,1591,49.5,2.53,1406,3598,86,13,89,0,94,154,4034
"Census Tract 40.46, Pima County, Arizona",4019004046,47663,1,4543,2086,44.6,2.17,856,4151,95,28,91,0,79,99,4543
"Census Tract 40.47, Pima County, Arizona",4019004047,77228,1,2843,1189,51.5,2.37,1192,2637,23,20,46,0,87,30,2843
"Census Tract 40.48, Pima County, Arizona",4019004048,59309,1,4184,1938,46.3,2.14,985,3780,107,13,78,0,77,129,4184
"Census Tract 40.49, Pima County, Arizona",4019004049,44000,1,2555,1146,46.2,2.21,585,2293,117,8,21,0,0,116,2555
"Census Tract 40.50, Pima County, Arizona",4019004050,107652,1,2065,713,50.4,2.86,671,1926,4,36,56,0,6,37,2065
"Census Tract 40.51, Pima County, Arizona",4019004051,89787,1,4974,1909,52.3,2.59,2118,4537,44,77,156,0,70,90,4974
"Census Tract 40.52, Pima County, Arizona",4019004052,94167,1,1965,838,56.9,2.34,871,1757,25,6,99,10,29,39,1965
"Census Tract 40.53, Pima County, Arizona",4019004053,74638,1,2880,1271,53.1,2.26,994,2690,0,13,40,0,84,53,2880
"Census Tract 40.54, Pima County, Arizona",4019004054,81694,1,1424,626,54.8,2.27,616,1274,4,62,45,0,0,39,1424
"Census Tract 40.55, Pima County, Arizona",4019004055,68400,1,3398,1422,42.5,2.39,1213,2832,115,0,82,61,82,226,3398
"Census Tract 40.56, Pima County, Arizona",4019004056,57292,1,2262,812,41.2,2.76,311,1953,75,5,44,24,124,37,2262
"Census Tract 40.57, Pima County, Arizona",4019004057,58200,1,4482,1776,42.8,2.51,711,3693,345,26,146,0,116,156,4482
"Census Tract 40.58, Pima County, Arizona",4019004058,55991,1,4735,1859,37,2.54,568,3725,383,36,115,0,340,136,4735
"Census Tract 40.61, Pima County, Arizona",4019004061,80240,1,4442,1617,45,2.75,1080,3940,109,0,75,0,124,194,4442
"Census Tract 40.62, Pima County, Arizona",4019004062,83422,1,5166,1687,29.8,3.06,1127,4227,185,0,177,0,263,314,5166
"Census Tract 40.63, Pima County, Arizona",4019004063,72849,1,5193,1866,33.4,2.78,1610,4234,440,36,90,0,249,144,5193
"Census Tract 40.64, Pima County, Arizona",4019004064,87071,1,7704,2777,39.7,2.77,2006,6930,35,30,183,0,122,404,7704
"Census Tract 40.65, Pima County, Arizona",4019004065,97460,1,3947,1221,35.9,3.23,923,3348,103,0,212,12,39,233,3947
"Census Tract 40.66, Pima County, Arizona",4019004066,76667,1,3193,1024,34.4,3.12,566,2670,156,3,0,8,279,77,3193
"Census Tract 40.67, Pima County, Arizona",4019004067,30676,1,3025,1644,34.7,1.84,810,2509,122,41,102,0,212,39,3025
"Census Tract 40.68, Pima County, Arizona",4019004068,49069,1,5294,2265,45.9,2.27,1048,4417,154,46,118,0,332,227,5294
"Census Tract 40.69, Pima County, Arizona",4019004069,37083,1,3979,1733,33.4,2.29,533,2947,262,89,99,0,352,230,3979
"Census Tract 40.70, Pima County, Arizona",4019004070,37712,1,3088,1431,36,2.14,338,2327,165,32,111,0,358,95,3088
"Census Tract 40.71, Pima County, Arizona",4019004071,28086,1,4706,2787,42.4,1.67,867,3638,275,172,130,0,286,205,4706
"Census Tract 40.72, Pima County, Arizona",4019004072,50913,1,2657,1072,34.6,2.46,486,2169,75,25,114,65,143,66,2657
"Census Tract 40.73, Pima County, Arizona",4019004073,95455,1,5060,1592,34.3,3.17,873,4482,107,12,155,0,95,209,5060
"Census Tract 40.74, Pima County, Arizona",4019004074,66481,1,1972,682,33.3,2.89,406,1731,19,0,48,0,109,65,1972
"Census Tract 405.02, Maricopa County, Arizona",4013040502,32199,1,5095,2452,50.6,2.04,773,4903,74,32,2,0,20,64,5095
"Census Tract 405.06, Maricopa County, Arizona",4013040506,37292,1,5294,3270,73.4,1.62,1728,5233,2,0,0,0,42,17,5294
"Census Tract 405.07, Maricopa County, Arizona",4013040507,40315,1,6159,3869,78.2,1.52,1986,6026,22,14,86,0,11,0,6159
"Census Tract 405.12, Maricopa County, Arizona",4013040512,50217,1,1563,906,76.9,1.73,623,1499,5,4,10,0,9,36,1563
"Census Tract 405.13, Maricopa County, Arizona",4013040513,58000,1,2806,1658,75.8,1.69,1085,2757,40,0,0,0,0,9,2806
"Census Tract 405.14, Maricopa County, Arizona",4013040514,45000,1,2915,1762,72.6,1.65,941,2831,0,0,63,0,0,21,2915
"Census Tract 405.15, Maricopa County, Arizona",4013040515,49673,1,4309,1781,57.1,2.25,642,4235,20,12,0,0,40,2,4309
"Census Tract 405.16, Maricopa County, Arizona",4013040516,79643,1,3272,1484,61.6,2.2,976,3148,0,55,0,0,44,25,3272
"Census Tract 405.17, Maricopa County, Arizona",4013040517,44000,1,7143,2406,37.3,2.97,554,6856,52,0,5,0,19,211,7143
"Census Tract 405.18, Maricopa County, Arizona",4013040518,62055,1,7575,2514,35.5,3,933,6374,699,32,75,0,25,370,7575
"Census Tract 405.19, Maricopa County, Arizona",4013040519,81113,1,4109,1733,58.2,2.37,1627,3842,47,25,93,0,9,93,4109
"Census Tract 405.20, Maricopa County, Arizona",4013040520,118203,1,4311,1388,34.9,3.11,1072,4010,114,0,164,0,0,23,4311
"Census Tract 405.21, Maricopa County, Arizona",4013040521,90365,1,5920,1597,28.7,3.71,1175,4626,498,0,514,0,54,228,5920
"Census Tract 405.22, Maricopa County, Arizona",4013040522,47311,1,4255,2463,75.9,1.73,1612,4171,0,0,84,0,0,0,4255
"Census Tract 405.23, Maricopa County, Arizona",4013040523,65609,1,2929,1607,68.9,1.82,1215,2748,16,0,135,0,0,30,2929
"Census Tract 405.24, Maricopa County, Arizona",4013040524,64813,1,1550,845,69.3,1.83,694,1520,18,0,12,0,0,0,1550
"Census Tract 405.25, Maricopa County, Arizona",4013040525,60214,1,3251,1750,69.7,1.86,1511,3171,41,0,18,0,0,21,3251
"Census Tract 405.26, Maricopa County, Arizona",4013040526,57255,1,2273,1331,71.3,1.71,826,2201,72,0,0,0,0,0,2273
"Census Tract 405.27, Maricopa County, Arizona",4013040527,50603,1,3955,1817,60.2,2.17,838,3661,118,0,11,0,98,67,3955
"Census Tract 405.28, Maricopa County, Arizona",4013040528,56423,1,6468,3562,71.2,1.82,2807,6273,59,61,0,0,15,60,6468
"Census Tract 405.29, Maricopa County, Arizona",4013040529,46973,1,3054,1751,71,1.74,1284,2948,27,0,64,0,0,15,3054
"Census Tract 405.30, Maricopa County, Arizona",4013040530,54646,1,4193,1365,33.8,3.06,604,3911,114,0,5,0,43,120,4193
"Census Tract 405.31, Maricopa County, Arizona",4013040531,36190,1,3494,1846,59.5,1.89,622,3164,244,54,32,0,0,0,3494
"Census Tract 41.07, Pima County, Arizona",4019004107,84410,1,9861,3155,35.1,3.12,1952,8230,847,24,138,0,288,334,9861
"Census Tract 41.09, Pima County, Arizona",4019004109,65284,1,5216,1992,45.3,2.62,960,5011,67,33,31,4,18,52,5216
"Census Tract 41.10, Pima County, Arizona",4019004110,53460,1,3634,1001,33.2,3.63,82,2575,20,256,44,12,610,117,3634
"Census Tract 41.12, Pima County, Arizona",4019004112,39798,1,2880,847,29.9,3.4,182,1977,83,145,0,0,563,112,2880
"Census Tract 41.13, Pima County, Arizona",4019004113,,1,4363,0,36.1,,215,2576,837,289,52,24,525,60,4363
"Census Tract 41.14, Pima County, Arizona",4019004114,29923,1,4749,1343,26.5,3.53,144,3857,0,54,34,13,730,61,4749
"Census Tract 41.15, Pima County, Arizona",4019004115,27664,1,7368,2127,28.5,3.46,296,5398,277,0,181,0,1479,33,7368
"Census Tract 41.16, Pima County, Arizona",4019004116,34726,1,2636,803,26.1,3.28,148,1526,210,159,38,0,656,47,2636
"Census Tract 41.17, Pima County, Arizona",4019004117,34000,1,5995,1824,25.3,3.29,296,3838,396,0,45,0,1550,166,5995
"Census Tract 41.18, Pima County, Arizona",4019004118,52434,1,4262,1393,30.5,2.96,487,3283,217,44,57,0,304,357,4262
"Census Tract 41.19, Pima County, Arizona",4019004119,67986,1,6463,2979,63.1,2.16,2658,5952,262,112,48,0,73,16,6463
"Census Tract 41.20, Pima County, Arizona",4019004120,75375,1,978,366,44.1,2.67,269,930,5,0,6,0,32,5,978
"Census Tract 41.21, Pima County, Arizona",4019004121,59890,1,8129,1993,30.4,3.27,796,5687,810,194,147,66,722,503,8129
"Census Tract 41.22, Pima County, Arizona",4019004122,33874,1,4750,1204,20.9,3.95,293,3453,22,5,0,32,1224,14,4750
"Census Tract 41.25, Pima County, Arizona",4019004125,60417,1,5907,2106,39.5,2.48,1113,4569,411,64,51,28,403,381,5907
"Census Tract 4201.04, Maricopa County, Arizona",4013420104,61250,1,5201,2106,46.2,2.46,877,4944,46,1,77,0,42,91,5201
"Census Tract 4201.05, Maricopa County, Arizona",4013420105,72273,1,5410,1822,39.6,2.95,1174,4836,7,72,272,0,67,156,5410
"Census Tract 4201.07, Maricopa County, Arizona",4013420107,122114,1,6503,2293,46,2.84,2860,6079,61,29,145,0,57,132,6503
"Census Tract 4201.08, Maricopa County, Arizona",4013420108,116042,1,1290,487,50,2.65,453,1226,0,7,40,11,6,0,1290
"Census Tract 4201.09, Maricopa County, Arizona",4013420109,96350,1,3829,1300,42.6,2.92,976,3565,93,33,91,0,6,41,3829
"Census Tract 4201.10, Maricopa County, Arizona",4013420110,94208,1,5607,1810,38,3.1,1210,5465,36,9,10,0,14,73,5607
"Census Tract 4201.11, Maricopa County, Arizona",4013420111,65329,1,4421,1361,35.2,3.25,390,4055,13,120,15,0,92,126,4421
"Census Tract 4201.12, Maricopa County, Arizona",4013420112,64104,1,3116,1056,32.5,2.95,441,2896,103,9,0,0,15,93,3116
"Census Tract 4201.13, Maricopa County, Arizona",4013420113,32000,1,3416,1510,30.9,2.26,329,2697,111,153,0,0,146,309,3416
"Census Tract 4201.14, Maricopa County, Arizona",4013420114,41393,1,3723,1207,34.5,3.08,297,3024,112,31,167,0,296,93,3723
"Census Tract 4201.15, Maricopa County, Arizona",4013420115,32392,1,2759,1201,36.4,2.3,290,2637,58,0,22,0,31,11,2759
"Census Tract 4201.16, Maricopa County, Arizona",4013420116,33810,1,2637,1258,57.2,2.1,186,2361,22,20,64,27,26,117,2637
"Census Tract 4202.02, Maricopa County, Arizona",4013420202,42048,1,5702,2469,49.9,2.31,831,4981,141,58,59,0,320,143,5702
"Census Tract 4202.06, Maricopa County, Arizona",4013420206,33824,1,3464,2007,69.1,1.71,663,3388,1,0,26,18,30,1,3464
"Census Tract 4202.07, Maricopa County, Arizona",4013420207,97727,1,2684,1110,51.5,2.42,974,2477,0,85,68,31,14,9,2684
"Census Tract 4202.08, Maricopa County, Arizona",4013420208,65237,1,5251,1797,34.5,2.9,827,4620,124,106,108,0,143,150,5251
"Census Tract 4202.09, Maricopa County, Arizona",4013420209,52535,1,4279,1910,57,2.2,831,3911,116,21,37,0,109,85,4279
"Census Tract 4202.10, Maricopa County, Arizona",4013420210,50053,1,4997,1860,45.6,2.68,392,4363,7,230,73,16,124,184,4997
"Census Tract 4202.11, Maricopa County, Arizona",4013420211,69760,1,4178,1517,42,2.74,903,3848,12,31,108,0,47,132,4178
"Census Tract 4202.12, Maricopa County, Arizona",4013420212,56934,1,2863,1296,51.6,2.19,638,2803,10,0,28,7,3,12,2863
"Census Tract 4202.13, Maricopa County, Arizona",4013420213,55250,1,2371,1348,69.2,1.76,486,2347,0,0,0,0,0,24,2371
"Census Tract 4202.14, Maricopa County, Arizona",4013420214,29219,1,3609,2110,62.4,1.7,572,3241,44,3,187,0,95,39,3609
"Census Tract 4202.15, Maricopa County, Arizona",4013420215,60750,1,1702,567,44.5,2.97,162,1500,29,54,15,0,56,48,1702
"Census Tract 4202.16, Maricopa County, Arizona",4013420216,43025,1,4261,1807,43.1,2.35,885,3662,423,0,27,0,131,18,4261
"Census Tract 4203.01, Maricopa County, Arizona",4013420301,88750,1,2048,667,41.5,3,559,1867,50,2,48,0,49,32,2048
"Census Tract 4203.02, Maricopa County, Arizona",4013420302,81750,1,5267,1484,34.8,3.51,1289,4713,82,0,126,0,184,162,5267
"Census Tract 4203.03, Maricopa County, Arizona",4013420303,80625,1,3817,1258,35.4,3.03,1078,3455,41,22,47,0,176,76,3817
"Census Tract 4203.04, Maricopa County, Arizona",4013420304,98170,1,1190,307,46.5,3.74,274,1012,3,15,141,0,0,19,1190
"Census Tract 4204.01, Maricopa County, Arizona",4013420401,32790,1,4480,1617,30.1,2.7,327,3754,76,114,24,0,277,235,4480
"Census Tract 4204.02, Maricopa County, Arizona",4013420402,69063,1,1747,479,40.4,3.61,440,1673,2,29,5,0,33,5,1747
"Census Tract 4205.01, Maricopa County, Arizona",4013420501,37946,1,6542,2338,29.1,2.78,733,5272,326,485,244,0,30,185,6542
"Census Tract 4205.03, Maricopa County, Arizona",4013420503,44597,1,3315,1188,38.5,2.78,366,2320,478,290,9,45,55,118,3315
"Census Tract 4205.04, Maricopa County, Arizona",4013420504,50722,1,3001,1194,38.3,2.51,920,2657,97,87,0,0,143,17,3001
"Census Tract 4206.02, Maricopa County, Arizona",4013420602,68442,1,4871,1595,36.5,3.04,780,4215,346,41,0,6,186,77,4871
"Census Tract 4206.03, Maricopa County, Arizona",4013420603,63030,1,3599,1252,38.2,2.84,914,3096,100,113,37,30,46,177,3599
"Census Tract 4206.04, Maricopa County, Arizona",4013420604,57500,1,3970,1480,40,2.68,924,3663,38,29,12,5,143,80,3970
"Census Tract 4207.04, Maricopa County, Arizona",4013420704,71513,1,5206,1615,37.1,3.2,1040,4576,194,82,19,50,144,141,5206
"Census Tract 4207.05, Maricopa County, Arizona",4013420705,150263,1,3533,1030,39.2,3.4,1240,3040,30,10,237,0,40,176,3533
"Census Tract 4207.06, Maricopa County, Arizona",4013420706,63029,1,4226,1356,30.7,3.11,902,3512,62,221,41,0,223,167,4226
"Census Tract 4207.07, Maricopa County, Arizona",4013420707,35877,1,2709,1564,65.4,1.71,353,2303,135,10,30,0,93,138,2709
"Census Tract 4207.08, Maricopa County, Arizona",4013420708,28917,1,4217,2343,62.6,1.8,576,3430,145,290,47,0,174,131,4217
"Census Tract 4207.09, Maricopa County, Arizona",4013420709,33731,1,3401,2104,67.5,1.6,665,3099,105,0,33,0,151,13,3401
"Census Tract 4207.10, Maricopa County, Arizona",4013420710,31867,1,3072,1417,48.1,2.16,354,2838,134,10,90,0,0,0,3072
"Census Tract 4208, Maricopa County, Arizona",4013420800,52068,1,4351,1479,32.9,2.92,716,3972,54,26,5,0,191,103,4351
"Census Tract 4209.01, Maricopa County, Arizona",4013420901,41250,1,3732,1030,25.5,3.61,170,3191,92,133,51,88,148,29,3732
"Census Tract 4209.02, Maricopa County, Arizona",4013420902,46088,1,3284,1199,36.6,2.7,462,2732,107,36,40,0,232,137,3284
"Census Tract 4210.01, Maricopa County, Arizona",4013421001,24756,1,3705,1747,42.7,2.01,439,3398,121,46,0,14,109,17,3705
"Census Tract 4210.02, Maricopa County, Arizona",4013421002,33187,1,2350,1198,36.9,1.95,273,1947,61,64,42,0,145,91,2350
"Census Tract 4211.01, Maricopa County, Arizona",4013421101,41806,1,4038,1522,37.1,2.65,253,3066,262,362,54,0,197,97,4038
"Census Tract 4211.02, Maricopa County, Arizona",4013421102,36100,1,5889,1978,31.4,2.93,468,4543,305,655,8,0,249,129,5889
"Census Tract 4212.01, Maricopa County, Arizona",4013421201,38014,1,5309,2524,25.5,2.1,1030,4259,259,276,112,9,196,198,5309
"Census Tract 4212.02, Maricopa County, Arizona",4013421202,53975,1,4214,1260,34.2,3.34,515,3393,203,8,44,0,422,144,4214
"Census Tract 4213.02, Maricopa County, Arizona",4013421302,30333,1,5854,1975,31.2,2.93,492,4904,121,186,3,129,463,48,5854
"Census Tract 4213.03, Maricopa County, Arizona",4013421303,29422,1,4708,1571,30.4,2.93,435,3229,371,300,127,0,481,200,4708
"Census Tract 4213.04, Maricopa County, Arizona",4013421304,30196,1,2789,1346,25.6,2.07,417,1874,340,223,224,0,20,108,2789
"Census Tract 4214, Maricopa County, Arizona",4013421400,26603,1,2444,1218,33.1,1.83,250,1882,268,21,0,39,92,142,2444
"Census Tract 4215.01, Maricopa County, Arizona",4013421501,25607,1,3516,1111,27.2,3.15,314,2688,20,1,16,290,324,177,3516
"Census Tract 4215.02, Maricopa County, Arizona",4013421502,38635,1,2899,937,32.2,3.07,376,2632,61,60,1,0,135,10,2899
"Census Tract 4216.01, Maricopa County, Arizona",4013421601,36471,1,3581,1022,25.3,3.49,280,3236,15,41,0,0,242,47,3581
"Census Tract 4216.02, Maricopa County, Arizona",4013421602,32111,1,4402,1332,29.1,3.3,208,3798,50,43,0,0,501,10,4402
"Census Tract 4217.01, Maricopa County, Arizona",4013421701,35024,1,4945,2045,25.9,2.42,354,3796,320,105,148,60,336,180,4945
"Census Tract 4217.02, Maricopa County, Arizona",4013421702,29688,1,3805,1577,45.6,2.41,248,3457,95,0,10,7,236,0,3805
"Census Tract 4218.01, Maricopa County, Arizona",4013421801,45417,1,2945,784,31.6,3.75,213,2055,26,48,12,0,550,254,2945
"Census Tract 4218.02, Maricopa County, Arizona",4013421802,36775,1,4663,1254,29.7,3.69,330,3919,26,3,0,0,505,210,4663
"Census Tract 4219.01, Maricopa County, Arizona",4013421901,41014,1,3595,1160,29.4,3.1,169,2927,75,52,2,0,373,166,3595
"Census Tract 4219.02, Maricopa County, Arizona",4013421902,30963,1,6327,1703,27.3,3.68,177,4474,176,196,21,0,1269,191,6327
"Census Tract 4220.01, Maricopa County, Arizona",4013422001,26971,1,4659,1148,26.1,4.05,140,4136,47,16,39,82,308,31,4659
"Census Tract 4220.02, Maricopa County, Arizona",4013422002,32245,1,3795,1178,26,3.11,100,3381,96,107,0,0,64,147,3795
"Census Tract 4221.02, Maricopa County, Arizona",4013422102,33724,1,4529,1671,30,2.71,401,3576,134,170,69,0,413,167,4529
"Census Tract 4221.03, Maricopa County, Arizona",4013422103,23187,1,4077,2205,27.6,1.85,370,2742,271,184,333,0,248,299,4077
"Census Tract 4221.04, Maricopa County, Arizona",4013422104,28317,1,5476,2273,29.6,2.41,525,3856,419,66,304,99,716,16,5476
"Census Tract 4221.05, Maricopa County, Arizona",4013422105,34037,1,3588,1265,28.3,2.84,365,3053,53,135,46,0,185,116,3588
"Census Tract 4221.06, Maricopa County, Arizona",4013422106,31885,1,6269,2056,26.6,3.05,293,4798,394,275,18,9,684,91,6269
"Census Tract 4221.07, Maricopa County, Arizona",4013422107,33826,1,3784,1695,26.9,2.23,269,2446,487,296,150,0,238,167,3784
"Census Tract 4222.03, Maricopa County, Arizona",4013422203,37628,1,5621,2071,28.7,2.7,509,4210,501,152,128,87,34,509,5621
"Census Tract 4222.04, Maricopa County, Arizona",4013422204,43398,1,3226,1293,32.5,2.49,533,2369,224,57,102,0,179,295,3226
"Census Tract 4222.05, Maricopa County, Arizona",4013422205,67197,1,1297,464,37,2.78,376,1242,0,11,12,0,14,18,1297
"Census Tract 4222.09, Maricopa County, Arizona",4013422209,48893,1,7152,2750,31.4,2.59,879,6003,353,173,215,0,193,215,7152
"Census Tract 4222.10, Maricopa County, Arizona",4013422210,72179,1,5614,1974,36.5,2.83,1149,4710,104,322,208,0,138,132,5614
"Census Tract 4222.11, Maricopa County, Arizona",4013422211,71406,1,2481,1047,46.7,2.35,802,2247,0,0,81,0,36,117,2481
"Census Tract 4222.12, Maricopa County, Arizona",4013422212,75575,1,4032,1603,43.9,2.5,1357,3295,116,105,263,0,81,172,4032
"Census Tract 4222.13, Maricopa County, Arizona",4013422213,66179,1,2613,907,34.1,2.88,543,2212,85,77,27,40,95,77,2613
"Census Tract 4222.15, Maricopa County, Arizona",4013422215,58324,1,1892,808,38.8,2.32,393,1575,117,26,46,0,89,39,1892
"Census Tract 4222.16, Maricopa County, Arizona",4013422216,76987,1,5474,1857,38.3,2.93,1315,4968,23,44,211,0,139,89,5474
"Census Tract 4222.17, Maricopa County, Arizona",4013422217,64583,1,3511,1429,36.7,2.44,872,3011,92,117,129,0,83,79,3511
"Census Tract 4222.18, Maricopa County, Arizona",4013422218,61667,1,3065,1022,33.3,2.98,592,2373,78,61,131,0,266,156,3065
"Census Tract 4222.19, Maricopa County, Arizona",4013422219,62612,1,2992,1160,33.7,2.58,511,2386,215,69,39,0,10,273,2992
"Census Tract 4222.20, Maricopa County, Arizona",4013422220,92644,1,1995,763,40.8,2.58,646,1743,28,75,99,0,6,44,1995
"Census Tract 4222.21, Maricopa County, Arizona",4013422221,44625,1,3528,1693,36.3,2.07,730,2875,110,92,210,0,209,32,3528
"Census Tract 4222.22, Maricopa County, Arizona",4013422222,62800,1,2090,776,36.4,2.68,571,1643,85,0,146,0,118,98,2090
"Census Tract 4223.01, Maricopa County, Arizona",4013422301,44141,1,5901,1597,29.8,3.64,371,4998,110,108,57,0,514,114,5901
"Census Tract 4223.02, Maricopa County, Arizona",4013422302,49950,1,5038,1560,28.5,3.22,660,3782,120,66,168,29,762,111,5038
"Census Tract 4223.04, Maricopa County, Arizona",4013422304,48430,1,3174,1242,27.5,2.56,495,2586,282,34,110,0,53,109,3174
"Census Tract 4223.05, Maricopa County, Arizona",4013422305,85055,1,6004,2363,41.4,2.53,2093,4842,131,56,388,38,286,263,6004
"Census Tract 4223.07, Maricopa County, Arizona",4013422307,51731,1,4604,1712,32.1,2.68,860,3706,220,98,205,0,140,235,4604
"Census Tract 4223.08, Maricopa County, Arizona",4013422308,70133,1,5583,1901,31.8,2.92,1194,4604,184,9,365,23,101,297,5583
"Census Tract 4223.09, Maricopa County, Arizona",4013422309,72768,1,5503,1932,33.7,2.85,1341,4077,202,93,705,13,102,311,5503
"Census Tract 4224.01, Maricopa County, Arizona",4013422401,50862,1,3056,1236,33.2,2.47,487,2020,325,24,113,0,347,227,3056
"Census Tract 4224.02, Maricopa County, Arizona",4013422402,50463,1,5140,1771,31.2,2.9,994,4322,86,13,262,0,332,125,5140
"Census Tract 4224.03, Maricopa County, Arizona",4013422403,77219,1,5328,1740,35.1,3.02,1164,4628,182,50,223,2,22,221,5328
"Census Tract 4224.04, Maricopa County, Arizona",4013422404,96667,1,4513,1460,36.1,3.09,1072,3991,81,36,139,21,41,204,4513
"Census Tract 4225.01, Maricopa County, Arizona",4013422501,59886,1,5978,1868,29.9,3.19,821,4974,324,158,104,10,152,256,5978
